sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,Oxygen Diss,Temp Water,pH,ln Turd,ln Cond,ln Coliform,cos_day_of_year,sin_day_of_year,cos_time_of_day,sin_time_of_day,Oxygen Diss * Temp Water,Oxygen Diss * pH,Oxygen Diss * ln Turd,Oxygen Diss * ln Cond,Oxygen Diss * cos_day_of_year,Oxygen Diss * sin_day_of_year,Oxygen Diss * cos_time_of_day,Temp Water * pH,Temp Water * ln Turd,Temp Water * ln Cond,Temp Water * cos_day_of_year,Temp Water * sin_day_of_year,Temp Water * cos_time_of_day,pH * ln Turd,pH * ln Cond,pH * cos_day_of_year,pH * sin_day_of_year,pH * cos_time_of_day,ln Turd * ln Cond,ln Turd * cos_day_of_year,ln Turd * sin_day_of_year,ln Turd * cos_time_of_day,ln Cond * cos_day_of_year,ln Cond * sin_day_of_year,ln Cond * cos_time_of_day,cos_day_of_year * sin_day_of_year,cos_day_of_year * cos_time_of_day,sin_day_of_year * cos_time_of_day,Oxygen Diss n/(n+1),Temp Water n/(n+1),pH n/(n+1),ln Turd n/(n+1),ln Cond n/(n+1),cos_day_of_year n/(n+1),sin_day_of_year n/(n+1)
SW-50450129,RIVER PIDDLE AT WEST MILLS,2023-07-12T10:40:00,9.98,16.8,8.02,0.182321557,6.313548046,5.298317367,-0.984115543,-0.177529149,-0.939692621,0.342020143,167.664,80.0396,1.819569139,63.0092095,-9.821473119,-1.771740907,-9.378132358,134.736,3.063002158,106.0676072,-16.53314112,-2.982489703,-15.78683603,1.462218887,50.63465533,-7.892606655,-1.423783775,-7.53633482,1.15109591,-0.179425478,-0.032367391,-0.171326222,-6.213260764,-1.120838812,-5.932794511,0.174709195,0.924766114,0.166822831,0.908925319,0.943820225,0.889135255,0.154206405,0.86326746,-61.95462287,-0.21584856
SW-70314532,SIDMOUTH (JACOBS LADDER) BEACH (21900),2023-07-12T10:08:00,8.11,17.2,7.91,0.916290732,6.693323668,2.302585093,-0.984115543,-0.177529149,-0.882947593,0.469471563,139.492,64.1501,7.431117837,54.28285495,-7.981177054,-1.439761398,-7.160704979,136.052,15.76020059,115.1251671,-16.92678734,-3.053501363,-15.1866986,7.24785969,52.94419021,-7.784353945,-1.404255569,-6.984115461,6.133030443,-0.901735951,-0.162668314,-0.809036696,-6.587003856,-1.188260055,-5.909854022,0.174709195,0.86892245,0.156748935,0.890230516,0.945054945,0.887766554,0.478158516,0.870017168,-61.95462287,-0.21584856
SW-82215425,GODREVY TOWANS (31450),2023-07-11T12:50:00,9.84,16.6,8.6,0.470003629,6.345636361,2.890371758,-0.987023716,-0.160574545,-0.976296007,-0.216439614,163.344,84.624,4.624835709,62.44106179,-9.712313365,-1.580053523,-9.606752709,142.76,7.802060241,105.3375636,-16.38459369,-2.665537447,-16.20651372,4.042031209,54.5724727,-8.488403958,-1.380941087,-8.39614566,2.982472118,-0.463904728,-0.075470619,-0.458862666,-6.263293581,-1.018947671,-6.195219441,0.158490884,0.963627313,0.156768287,0.907749077,0.943181818,0.895833333,0.319729571,0.863864756,-76.06366476,-0.191291012
SW-70811912,COLLATON STREAM  AT SALCOMBE NORTH SANDS,2023-07-11T12:05:00,9.6,14.5,8.22,0.875468737,6.396929655,6.380122537,-0.987023716,-0.160574545,-0.999762027,-0.021814885,139.2,78.912,8.404499875,61.41052469,-9.475427674,-1.541515632,-9.597715459,119.19,12.69429669,92.75548,-14.31184388,-2.328330903,-14.49654939,7.196353018,52.58276176,-8.113334946,-1.31992276,-8.218043862,5.600311926,-0.864108406,-0.140577994,-0.875260399,-6.313921279,-1.027184069,-6.395407358,0.158490884,0.986788831,0.160536333,0.905660377,0.935483871,0.89154013,0.466799963,0.864808772,-76.06366476,-0.191291012
SW-70220104,RIVER AXE AT AXE BRIDGE,2023-07-11T09:46:00,7.92,16.9,7.8,2.564949357,5.966146739,10.40426284,-0.987023716,-0.160574545,-0.833885822,0.551936985,133.848,61.776,20.31439891,47.25188217,-7.817227831,-1.271750396,-6.60437571,131.82,43.34764413,100.8278799,-16.6807008,-2.713709811,-14.09267039,20.00660498,46.53594456,-7.698784985,-1.252481451,-6.504309412,15.30286424,-2.531665846,-0.411865576,-2.138874903,-5.888728325,-0.958011298,-4.975085178,0.158490884,0.823065083,0.133900836,0.887892377,0.944134078,0.886363636,0.719491106,0.856448617,-76.06366476,-0.191291012
SW-81523404,SIBLYBACK STREAM AT TREKEIVESTEPS BRIDGE,2023-07-06T15:29:00,9.62,16.6,6.6,0.262364264,4.304065093,2.302585093,-0.997169257,-0.075189576,-0.61221728,-0.790689574,159.692,63.492,2.52394422,41.40510619,-9.592768252,-0.723323721,-5.889530234,109.56,4.355246782,71.44748054,-16.55300967,-1.248146962,-10.16280685,1.731604142,28.40682961,-6.581317096,-0.496251202,-4.040634048,1.12923287,-0.261621578,-0.019727058,-0.160623936,-4.291881391,-0.323620829,-2.635023024,0.074976734,0.61048425,0.046032358,0.905838041,0.943181818,0.868421053,0.207835624,0.811465361,-352.264143,-0.081302691
SW-81522326,WARLEGGAN RIVER AT PANTERS BRIDGE,2023-07-05T14:28:00,10.4,13.6,6.87,1.00E-07,4.48863637,6.131226489,-0.998315097,-0.058025569,-0.79863551,-0.601815023,141.44,71.448,1.04E-06,46.68181825,-10.38247701,-0.603465918,-8.305809304,93.432,1.36E-06,61.04545463,-13.57708532,-0.789147738,-10.86144294,6.87E-07,30.83693186,-6.858424716,-0.398635659,-5.486625954,4.49E-07,-9.98E-08,-5.80E-09,-7.99E-08,-4.481073453,-0.260455679,-3.584784397,0.057927802,0.797289887,0.04634128,0.912280702,0.931506849,0.872935197,1.00E-07,0.817805383,-592.5059763,-0.061599941
SW-81950522,CARNON RIVER AT DEVORAN BRIDGE,2023-07-05T14:22:00,9.14,15,6.1,1.335001067,6.378426184,6.01615716,-0.998315097,-0.058025569,-0.814115518,-0.580702956,137.1,55.754,12.20190975,58.29881532,-9.124599987,-0.530353701,-7.441015835,91.5,20.02501601,95.67639276,-14.97472645,-0.870383535,-12.21173277,8.143506509,38.90839972,-6.089722092,-0.353955971,-4.96610466,8.515205761,-1.33275172,-0.077464197,-1.086845085,-6.367679155,-0.370111809,-5.192775737,0.057927802,0.812743812,0.047239516,0.901380671,0.9375,0.85915493,0.571734671,0.864469743,-592.5059763,-0.061599941
SW-81522725,ST NEOT RIVER AT ST NEOT BRIDGE,2023-07-05T14:05:00,9.67,16.8,6.68,1.098612289,4.406719247,3.988984047,-0.998315097,-0.058025569,-0.854911871,-0.518773258,162.456,64.5956,10.62358083,42.61297512,-9.653706988,-0.561107252,-8.266997793,112.224,18.45668646,74.03288335,-16.77169363,-0.974829559,-14.36251943,7.338730091,29.43688457,-6.668744848,-0.387610801,-5.710811298,4.841275919,-1.096761234,-0.063747603,-0.939216687,-4.399294353,-0.255702392,-3.767356596,0.057927802,0.853471427,0.049606748,0.906279288,0.943820225,0.869791667,0.523494642,0.815044955,-592.5059763,-0.061599941
SW-81520593,RIVER FOWEY AT HARROWBRIDGE,2023-07-05T10:11:00,10,12.7,6.9,1.00E-07,4.304065093,7.313220387,-0.998315097,-0.058025569,-0.889017141,0.457873915,127,69,1.00E-06,43.04065093,-9.98315097,-0.58025569,-8.89017141,87.63,1.27E-06,54.66162668,-12.67860173,-0.736924726,-11.29051769,6.90E-07,29.69804914,-6.888374169,-0.400376426,-6.134218273,4.30E-07,-9.98E-08,-5.80E-09,-8.89E-08,-4.296813161,-0.249745826,-3.826387644,0.057927802,0.887519233,0.051585725,0.909090909,0.927007299,0.873417722,1.00E-07,0.811465361,-592.5059763,-0.061599941
SW-70920104,RIVER ERME AT SEQUERS BRIDGE,2023-07-04T17:01:00,9.77,15,8.34,0.182321557,5.327876169,6.063785209,-0.99916552,-0.040844392,-0.254601948,-0.967045939,146.55,81.4818,1.781281612,52.05335017,-9.76184713,-0.39904971,-2.487461032,125.1,2.734823355,79.91814253,-14.9874828,-0.61266588,-3.81902922,1.520561785,44.43448725,-8.333040437,-0.340642229,-2.123380246,0.971386679,-0.182169413,-0.007446813,-0.046419424,-5.323430163,-0.217613863,-1.356487651,0.040810308,0.254389488,0.010399062,0.907149489,0.9375,0.892933619,0.154206405,0.841969095,-1197.351069,-0.042583697
NW-88004563,LEVEN AT LOW WOOD BRIDGE HAVERTHWAITE,2023-07-04T16:54:00,9.74,17.1,8.13,0.405465108,5.010635294,4.49980967,-0.99916552,-0.040844392,-0.284015345,-0.958819735,166.554,79.1862,3.949230152,48.80358776,-9.731872165,-0.397824378,-2.76630946,139.023,6.933453347,85.68186353,-17.08573039,-0.698439103,-4.8566624,3.296431328,40.73646494,-8.123215678,-0.332064907,-2.309044755,2.031637781,-0.405126755,-0.016560976,-0.115158313,-5.006454019,-0.204656352,-1.423097312,0.040810308,0.28377834,0.011600434,0.90689013,0.944751381,0.890470975,0.288491764,0.833628235,-1197.351069,-0.042583697
SW-81930120,RIVER FAL AT TREGONY GAUGING STATION,2023-07-04T14:32:00,9.88,14.3,7.48,1.458615023,5.521460918,7.696212639,-0.99916552,-0.040844392,-0.788010754,-0.615661475,141.284,73.9024,14.41111643,54.55203387,-9.871755338,-0.403542593,-7.78554625,106.964,20.85819483,78.95689113,-14.28806694,-0.584074806,-11.26855378,10.91044037,41.30052767,-7.47375809,-0.305516052,-5.89432044,8.053685844,-1.457397838,-0.059576244,-1.149404324,-5.516853369,-0.225520714,-4.350970581,0.040810308,0.787353175,0.03218582,0.908088235,0.934640523,0.882075472,0.593266945,0.846660125,-1197.351069,-0.042583697
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-07-04T10:30:00,7.66,19.1,8.68,0.78845736,7.22329568,4.510859507,-0.99916552,-0.040844392,-0.923879533,0.382683432,146.306,66.4888,6.039583378,55.33044491,-7.653607883,-0.312868043,-7.076917223,165.788,15.05953558,137.9649475,-19.08406143,-0.780127887,-17.64609908,6.843809885,62.6982065,-8.672756714,-0.354529323,-8.019274346,5.695260642,-0.787799408,-0.032204061,-0.728439618,-7.217267984,-0.29503112,-6.67345504,0.040810308,0.923108574,0.037735298,0.884526559,0.950248756,0.896694215,0.440858909,0.878394255,-1197.351069,-0.042583697
SW-82311601,ST AGNES STREAM AT TREVAUNANCE COVE,2023-07-03T14:37:00,8.81,16.1,7.6,1.504077397,5.204006687,7.649692624,-0.999720273,-0.023651127,-0.774392644,-0.632705329,141.841,66.956,13.25092187,45.84729891,-8.807535605,-0.208366429,-6.822399194,122.36,24.21564609,83.78450766,-16.0954964,-0.380783145,-12.46772157,11.43098822,39.55045082,-7.597874075,-0.179748565,-5.885384094,7.827228832,-1.503656666,-0.035573126,-1.164746472,-5.202550986,-0.123080623,-4.029944498,0.023644511,0.774176025,0.018315259,0.898063201,0.941520468,0.88372093,0.600651321,0.838813842,-3573.914113,-0.024224053
MD-54520250,RIVER DOVE  DOVEDALE,2023-07-03T10:11:00,11.4,11.1,8.16,0.182321557,6.29710932,4.394449155,-0.999720273,-0.023651127,-0.889017141,0.457873915,126.54,93.024,2.07846575,71.78704625,-11.39681111,-0.269622848,-10.13479541,90.576,2.023769283,69.89791345,-11.09689503,-0.26252751,-9.868090265,1.487743905,51.38441205,-8.157717428,-0.192993196,-7.254379871,1.148098776,-0.182270557,-0.00431211,-0.162086989,-6.295347849,-0.148933732,-5.598238124,0.023644511,0.888768459,0.021026257,0.919354839,0.917355372,0.890829694,0.154206405,0.862959433,-3573.914113,-0.024224053
NE-49000700,ESK AT BRIGGSWATH FOOTBRIDGE,2023-07-03T09:53:00,9.83,14.6,8.36,1.435084525,5.659482216,4.941642423,-0.999720273,-0.023651127,-0.850352225,0.526213924,143.518,82.1788,14.10688088,55.63271018,-9.827250284,-0.232490578,-8.358962372,122.056,20.95223407,82.62844035,-14.59591599,-0.345306454,-12.41514248,11.99730663,47.31327133,-8.357661482,-0.197723422,-7.108944601,8.121835348,-1.434683093,-0.033941366,-1.220327319,-5.657899106,-0.133853133,-4.812553295,0.023644511,0.850114359,0.020111788,0.907663897,0.935897436,0.893162393,0.589336637,0.849838175,-3573.914113,-0.024224053
NW-88000056,MISC SEWAGE DISCHARGES RIBBLE/DOUGLAS,2023-06-30T12:17:00,8.12,17.3,8.08,2.63905733,10.75231282,4.700480366,-0.999609314,0.027950298,-0.997250185,-0.07410849,140.476,65.6096,21.42914552,87.3087801,-8.11682763,0.22695642,-8.097671502,139.784,45.65569181,186.0150118,-17.29324113,0.483540155,-17.2524282,21.32358323,86.87868759,-8.076843257,0.225838408,-8.057781495,28.37596996,-2.638026287,0.073762439,-2.631800411,-10.74811204,0.300530348,-10.72274595,-0.027939378,0.996860573,-0.02787344,0.890350877,0.945355191,0.889867841,0.72520356,0.914910366,-2558.600293,0.02719032
SO-E0004740,HOOKERS PIT,2023-06-30T11:05:00,8.01,17,8.01,3.663561646,6.212606096,6.745236349,-0.999609314,0.027950298,-0.97134207,0.237685892,136.17,64.1601,29.34512878,49.76297483,-8.006870605,0.223881887,-7.780449981,136.17,62.28054798,105.6143036,-16.99335834,0.475155066,-16.51281519,29.34512878,49.76297483,-8.006870605,0.223881887,-7.780449981,22.76026542,-3.662130344,0.10239764,-3.558571553,-6.210178918,0.173644192,-6.034565665,-0.027939378,0.97096258,-0.0271493,0.889012209,0.944444444,0.889012209,0.785571613,0.861353859,-2558.600293,0.02719032
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-06-26T11:02:00,10.6,23.3,8.92,0.78845736,7.209340257,5.298317367,-0.995322051,0.096612702,-0.96814764,0.250380004,246.98,94.552,8.357648016,76.41900672,-10.55041374,1.024094641,-10.26236498,207.836,18.37105649,167.977628,-23.19100379,2.251075957,-22.55784001,7.033039651,64.30731509,-8.878272695,0.861785302,-8.635876949,5.684257386,-0.784768997,0.076174996,-0.763343132,-7.175615331,0.696513842,-6.979705756,-0.096160753,0.963618695,-0.093535359,0.913793103,0.958847737,0.899193548,0.440858909,0.878187532,-212.7688974,0.088101024
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-06-20T11:22:00,10.3,22.9,8.91,0.09531018,7.207859871,7.244227516,-0.980070913,0.198647943,-0.986285602,0.165047606,235.87,91.773,0.981694854,74.24095667,-10.0947304,2.046073813,-10.1587417,204.039,2.182603122,165.059991,-22.44362391,4.549037895,-22.58594029,0.849213704,64.22203145,-8.732431835,1.769953172,-8.787804714,0.686982422,-0.093410735,0.018933171,-0.094003058,-7.064213805,1.431826537,-7.109008412,-0.194689071,0.96662983,-0.195923606,0.911504425,0.958158996,0.899091826,0.087016611,0.878165561,-49.17791332,0.165726679
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-06-14T10:48:00,11.7,22.5,8.86,0.262364264,7.195937226,5.298317367,-0.954388108,0.298568817,-0.951056516,0.309016994,263.25,103.662,3.069661889,84.19246554,-11.16634086,3.493255159,-11.12736124,199.35,5.90319594,161.9085876,-21.47373243,6.717798383,-21.39877161,2.324547379,63.75600382,-8.455878637,2.645319719,-8.426360732,1.887956774,-0.250397334,0.078333788,-0.249523243,-6.867716914,2.148482465,-6.843742988,-0.284950528,0.907677029,-0.283955819,0.921259843,0.957446809,0.898580122,0.207835624,0.877988329,-20.92410699,0.229921444
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-06-08T11:26:00,11.2,19,8.69,0.336472237,7.180069874,3.295836866,-0.918546999,0.395311789,-0.989015863,0.147809411,212.8,97.328,3.768489054,80.41678259,-10.28772639,4.427492037,-11.07697767,165.11,6.392972503,136.4213276,-17.45239298,7.510923991,-18.7913014,2.92394374,62.39480721,-7.982173421,3.435259446,-8.594547849,2.415894172,-0.309065564,0.133011442,-0.33277638,-6.595231635,2.838366267,-7.101203003,-0.363112457,0.908457553,-0.39096963,0.918032787,0.95,0.896800826,0.251761486,0.877751655,-11.2770185,0.283314304
SW-70811815,COMBE STREAM AT SALCOMBE SOUTH SANDS,2023-06-05T13:13:00,10.8,14.6,8.35,0.955511445,6.327936784,5.247024072,-0.896932174,0.442168152,-0.949699126,-0.313163806,157.68,90.18,10.31952361,68.34171727,-9.686867479,4.775416042,-10.25675056,121.91,13.9504671,92.38787705,-13.09520974,6.455655019,-13.86560724,7.978520566,52.83827215,-7.489383653,3.692104069,-7.929987702,6.04641602,-0.857028958,0.42249673,-0.907448384,-5.675730097,2.798012114,-6.009636033,-0.396594842,0.851815702,-0.419926707,0.915254237,0.935897436,0.893048128,0.488624829,0.863535941,-8.70234882,0.306599582
SW-70811912,COLLATON STREAM  AT SALCOMBE NORTH SANDS,2023-06-05T13:08:00,10.4,13.2,8.35,0.641853886,6.396929655,5.010635294,-0.896932174,0.442168152,-0.956304756,-0.292371705,137.28,86.84,6.675280414,66.52806841,-9.32809461,4.598548781,-9.945569462,110.22,8.472471295,84.43947145,-11.8395047,5.836619606,-12.62322278,5.359479948,53.41436262,-7.489383653,3.692104069,-7.985144713,4.105894158,-0.575699401,0.283807347,-0.613807924,-5.737612022,2.828518564,-6.117414253,-0.396594842,0.857740504,-0.422847507,0.912280702,0.929577465,0.893048128,0.390932404,0.864808772,-8.70234882,0.306599582
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-06-02T09:49:00,9.14,16.5,8.55,0.262364264,7.159291905,4.86753445,-0.872929071,0.487847145,-0.841039013,0.540974471,150.81,78.147,2.398009373,65.43592801,-7.978571709,4.458922905,-7.687096579,141.075,4.329010356,118.1283164,-14.40332967,8.049477893,-13.87714371,2.243214457,61.21194579,-7.463543557,4.17109309,-7.190883561,1.878342351,-0.229025393,0.127993657,-0.220658582,-6.249554032,3.492640116,-6.021243798,-0.425855955,0.734167404,-0.410298481,0.901380671,0.942857143,0.895287958,0.207835624,0.877440345,-6.869620596,0.327887946
NW-88003872,RIVER WYRE AT ST MICHAELS,2023-06-01T14:13:00,9.43,17.8,7.93,0.875468737,5.783825182,4.59511985,-0.864408174,0.50279072,-0.836286156,-0.54829323,167.854,74.7799,8.25567019,54.54147147,-8.151369081,4.74131649,-7.886178451,141.154,15.58334352,102.9520882,-15.3864655,8.949674816,-14.88589358,6.942467084,45.86573369,-6.85475682,3.98713041,-6.631749217,5.063558127,-0.756762332,0.440177557,-0.732142385,-4.999585764,2.908053628,-4.836932928,-0.434616408,0.722892589,-0.420476919,0.904122723,0.946808511,0.888017917,0.466799963,0.852590541,-6.37507584,0.33457135
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-05-27T11:40:00,9.18,17.9,8.51,0.182321557,7.152268856,3.583518938,-0.818019871,0.575189961,-0.996194698,0.087155743,164.322,78.1218,1.673711893,65.6578281,-7.509422416,5.280243842,-9.145067328,152.329,3.26355587,128.0256125,-14.64255569,10.2959003,-17.83188509,1.55155645,60.86580796,-6.961349102,4.894866568,-8.47761688,1.304012794,-0.149142657,0.104869529,-0.181627768,-5.850698047,4.113913244,-7.125052313,-0.470516818,0.814907058,-0.573001189,0.901768173,0.947089947,0.894847529,0.154206405,0.877334762,-4.495105457,0.365155934
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-05-17T11:41:00,8.23,18.1,8.3,0.641853886,7.124478262,4.007333185,-0.707486802,0.706726556,-0.996565502,0.082808208,148.963,68.309,5.282457482,58.6344561,-5.82261638,5.816359556,-8.201734081,150.23,11.61755534,128.9530565,-12.80551112,12.79175066,-18.03783559,5.327387254,59.13316957,-5.872140457,5.865830415,-8.271493667,4.572874058,-0.454103153,0.453615186,-0.63964944,-5.040474342,5.035057985,-7.100009256,-0.499999711,0.70505694,-0.704299305,0.891657638,0.947643979,0.892473118,0.390932404,0.876915173,-2.418649165,0.414083061
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-05-09T12:50:00,9.44,17.4,8.42,0.832909123,7.109062136,4.510859507,-0.603845221,0.797101593,-0.976296007,-0.216439614,164.256,79.4848,7.862662121,67.10954656,-5.700298886,7.524639038,-9.216234306,146.508,14.49261874,123.6976812,-10.50690685,13.86956772,-16.98755052,7.013094816,59.85830319,-5.084376761,6.711595413,-8.220412379,5.921202709,-0.502948193,0.663913189,-0.813165851,-4.292773197,5.666644753,-6.940548977,-0.481325988,0.589531678,-0.778207102,0.904214559,0.945652174,0.893842887,0.454419214,0.876681177,-1.524265901,0.443548432
NW-88003872,RIVER WYRE AT ST MICHAELS,2023-05-04T14:25:00,12.1,13.1,8.76,0.693147181,5.631211782,4.86753445,-0.533137056,0.846028888,-0.806444604,-0.591309648,158.51,105.996,8.38708089,68.13766256,-6.450958378,10.23694954,-9.757979708,114.756,9.080228071,73.76887434,-6.984095434,11.08297843,-10.56442431,6.071969306,49.32941521,-4.670280611,7.411213059,-7.064454731,3.903258572,-0.369542447,0.586422539,-0.558984804,-3.002207671,4.764167842,-4.541260356,-0.451049351,0.429945502,-0.682275432,0.923664122,0.929078014,0.897540984,0.409383891,0.849198,-1.141956248,0.458296668
AN-48M08,R.WISSEY ICKBURGH RD.BR.,2023-03-22T10:48:00,9.94,10.4,8.02,0.875468737,6.532334292,5.828945618,0.176470973,0.984305844,-0.951056516,0.309016994,103.376,79.7188,8.702159246,64.93140286,1.754121472,9.784000089,-9.453501769,83.408,9.104874865,67.93627664,1.835298119,10.23678078,-9.890987766,7.021259271,52.38932102,1.415297203,7.894132869,-7.627473258,5.718854452,0.15449482,0.861728994,-0.832620247,1.152767388,6.429814819,-6.212619093,0.17370141,-0.167833869,-0.936130487,0.908592322,0.912280702,0.889135255,0.466799963,0.867239031,0.150000278,0.496045429
SW-50450129,RIVER PIDDLE AT WEST MILLS,2023-03-17T14:31:00,11,12.1,8.06,1.16315081,6.298949247,4.49980967,0.260376483,0.965507166,-0.790689574,-0.61221728,133.1,88.66,12.79465891,69.28844172,2.864141313,10.62057883,-8.697585314,97.526,14.0741248,76.21728589,3.150555444,11.68263671,-9.567343845,9.374995529,50.76953093,2.098634453,7.781987758,-6.372957966,7.326627919,0.302857117,1.123030442,-0.919691218,1.640098252,6.081680636,-4.980513497,0.25139536,-0.20587697,-0.76341645,0.916666667,0.923664122,0.889624724,0.537711381,0.862993978,0.206586275,0.491225462
AN-RR0108,ROMAN RIVER BOUNSTEAD BRIDGE,2023-03-13T12:39:00,10.7,10.5,7.97,2.128231706,6.778784898,6.152732695,0.326144154,0.945320047,-0.985556059,-0.169349504,112.35,85.279,22.77207925,72.53299841,3.489742448,10.1149245,-10.54544983,83.685,22.34643291,71.17724143,3.424513617,9.925860494,-10.34833862,16.9620067,54.02691564,2.599368907,7.534200775,-7.85488179,14.42682495,0.694110329,2.011860096,-2.097491653,2.210861066,6.408121258,-6.680872529,0.308310607,-0.321433347,-0.9316659,0.914529915,0.913043478,0.88851728,0.680330585,0.871445218,0.245934164,0.485945769
SW-70220104,RIVER AXE AT AXE BRIDGE,2023-03-10T14:55:00,11.6,7.4,7.89,3.218875825,5.857933154,8.188689124,0.374473674,0.927237546,-0.722363962,-0.691513056,85.84,91.524,37.33895957,67.95202459,4.343894618,10.75595553,-8.379421959,58.386,23.81968111,43.34870534,2.771105188,6.86155784,-5.345493319,25.39693026,46.21909259,2.954597288,7.315904238,-5.69945166,18.85595941,1.205384256,2.984662521,-2.325199894,2.19364175,5.431695562,-4.231559802,0.347226051,-0.270506287,-0.669802987,0.920634921,0.880952381,0.887514061,0.762970032,0.854183472,0.272448779,0.481122604
NW-88004590,RIVER CRAKE AT WATER YEAT,2023-03-09T11:41:00,12.7,5.4,7.7,1.00E-07,4.077537444,2.302585093,0.390368215,0.920658817,-0.996565502,0.082808208,68.58,97.79,1.27E-06,51.78472554,4.957676331,11.69236698,-12.65638188,41.58,5.40E-07,22.0187022,2.107988361,4.971557612,-5.381453711,7.70E-07,31.39703832,3.005835256,7.089072891,-7.673554365,4.08E-07,3.90E-08,9.21E-08,-9.97E-08,1.591741014,3.754020799,-4.06353315,0.359395939,-0.389027496,-0.917496816,0.927007299,0.84375,0.885057471,1.00E-07,0.803054136,0.280766067,0.479345321
MD-57403450,RIVER MANIFOLD - ILAM,2023-03-08T10:59:00,11.4,6.9,7.5,1.00E-07,6.224558429,3.988984047,0.406147239,0.91380765,-0.964787324,0.263031214,78.66,85.5,1.14E-06,70.95996609,4.630078525,10.41740721,-10.99857549,51.75,6.90E-07,42.94945316,2.802415949,6.305272785,-6.657032536,7.50E-07,46.68418822,3.046104293,6.853557375,-7.23590493,6.22E-07,4.06E-08,9.14E-08,-9.65E-08,2.52808722,5.68804911,-6.00537507,0.371140454,-0.391845708,-0.881630037,0.919354839,0.873417722,0.882352941,1.00E-07,0.861583236,0.288836921,0.477481449
MD-57464620,RIVER HAMPS - WINKHILL,2023-03-08T10:41:00,14.4,1.3,8.18,1.252762968,6.025865974,2.890371758,0.406147239,0.91380765,-0.941176015,0.337916718,18.72,117.792,18.03978674,86.77247003,5.848520242,13.15883016,-13.55293462,10.634,1.628591858,7.833625766,0.527991411,1.187949945,-1.22352882,10.24760108,49.29158367,3.322284415,7.474946577,-7.698819803,7.548981742,0.508806221,1.144784384,-1.179070458,2.447388828,5.506482425,-5.671400524,0.371140454,-0.38225604,-0.860053843,0.935064935,0.565217391,0.891067538,0.556100658,0.857668791,0.288836921,0.477481449
NW-88004530,RIVER BRATHAY AT CLAPPERSGATE,2023-03-07T11:55:00,13.5,6.5,6.59,1.00E-07,4.406719247,3.988984047,0.421806077,0.906686072,-0.999762027,0.021814885,87.75,88.965,1.35E-06,59.49070983,5.69438204,12.24026197,-13.49678736,42.835,6.50E-07,28.64367511,2.741739501,5.893459468,-6.498453176,6.59E-07,29.04027984,2.779702047,5.975061214,-6.588431758,4.41E-07,4.22E-08,9.07E-08,-1.00E-07,1.858780958,3.995510964,-4.405670567,0.382445695,-0.421705699,-0.906470305,0.931034483,0.866666667,0.868247694,1.00E-07,0.815044955,0.296669204,0.475529813
NW-88024649,DUBBS BECK U/S DUBBS RESERVOIR,2023-03-07T10:45:00,12.3,6.8,7.43,1.00E-07,4.644390899,2.302585093,0.421806077,0.906686072,-0.946930129,0.321439465,83.64,91.389,1.23E-06,57.12600806,5.188214747,11.15223869,-11.64724059,50.524,6.80E-07,31.58185811,2.868281324,6.16546529,-6.439124877,7.43E-07,34.50782438,3.134019152,6.736677515,-7.035690858,4.64E-07,4.22E-08,9.07E-08,-9.47E-08,1.959032305,4.211004541,-4.397913673,0.382445695,-0.399420883,-0.858568359,0.92481203,0.871794872,0.881376038,1.00E-07,0.822832965,0.296669204,0.475529813
NW-88024648,DUBBS BECK AT CAPPLE HOWE IMPOUNDMENT,2023-03-07T10:30:00,12.7,5.4,7.45,1.00E-07,4.564348191,2.302585093,0.421806077,0.906686072,-0.923879533,0.382683432,68.58,94.615,1.27E-06,57.96722203,5.356937178,11.51491311,-11.73327007,40.23,5.40E-07,24.64748023,2.277752816,4.896104789,-4.988949478,7.45E-07,34.00439402,3.142455274,6.754811236,-6.882902521,4.56E-07,4.22E-08,9.07E-08,-9.24E-08,1.925269805,4.138430933,-4.216907875,0.382445695,-0.389698001,-0.837668705,0.927007299,0.84375,0.881656805,1.00E-07,0.820284431,0.296669204,0.475529813
NW-88023151,RIVER GOWAN @ STUBBINGS BRIDGE,2023-03-07T10:05:00,13.2,4.5,7.61,1.00E-07,4.477336814,2.890371758,0.421806077,0.906686072,-0.876726756,0.480988769,59.4,100.452,1.32E-06,59.10084594,5.567840216,11.96825615,-11.57279318,34.245,4.50E-07,20.14801566,1.898127347,4.080087324,-3.945270402,7.61E-07,34.07253315,3.209944246,6.899881008,-6.671890613,4.48E-07,4.22E-08,9.07E-08,-8.77E-08,1.888567877,4.059538929,-3.92540098,0.382445695,-0.369808674,-0.794915939,0.929577465,0.818181818,0.883855981,1.00E-07,0.817429522,0.296669204,0.475529813
