sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,Oxygen Diss,Temp Water,pH,ln Turd,ln Cond,ln Coliform,cos_day_of_year,sin_day_of_year,cos_time_of_day,sin_time_of_day,Oxygen Diss * Temp Water,Oxygen Diss * pH,Oxygen Diss * ln Turd,Oxygen Diss * ln Cond,Oxygen Diss * cos_day_of_year,Oxygen Diss * sin_day_of_year,Oxygen Diss * cos_time_of_day,Temp Water * pH,Temp Water * ln Turd,Temp Water * ln Cond,Temp Water * cos_day_of_year,Temp Water * sin_day_of_year,Temp Water * cos_time_of_day,pH * ln Turd,pH * ln Cond,pH * cos_day_of_year,pH * sin_day_of_year,pH * cos_time_of_day,ln Turd * ln Cond,ln Turd * cos_day_of_year,ln Turd * sin_day_of_year,ln Turd * cos_time_of_day,ln Cond * cos_day_of_year,ln Cond * sin_day_of_year,ln Cond * cos_time_of_day,cos_day_of_year * sin_day_of_year,cos_day_of_year * cos_time_of_day,sin_day_of_year * cos_time_of_day,Oxygen Diss n/(n+1),Temp Water n/(n+1),pH n/(n+1),ln Turd n/(n+1),ln Cond n/(n+1),cos_day_of_year n/(n+1),sin_day_of_year n/(n+1)
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-03-09T11:16:00,12.4,4.5,7.74,3.148453361,5.866468057,8.455317788,0.390368215,0.920658817,-0.981627183,0.190808995,55.8,95.976,39.04082168,72.74420391,4.840565866,11.41616933,-12.17217707,34.83,14.16804012,26.39910626,1.756656968,4.142964677,-4.417322324,24.36902901,45.40646276,3.021449984,7.125899244,-7.597794396,18.47030107,1.229056119,2.898651347,-3.090607404,2.290082664,5.401015541,-5.758684513,0.359395939,-0.383196051,-0.903743721,0.925373134,0.818181818,0.885583524,0.758946308,0.85436472,0.280766067,0.479345321
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-02-05T10:45:00,11.8,3.5,7.87,2.151762203,5.641907071,6.345636361,0.814292378,0.580454928,-0.946930129,0.321439465,41.3,92.866,25.390794,66.57450344,9.60865006,6.84936815,-11.17377552,27.545,7.531167711,19.74667475,2.850023323,2.031592248,-3.314255452,16.93436854,44.40180865,6.408481015,4.568180283,-7.452340115,12.14004239,1.752163561,1.249000975,-2.03756846,4.594161925,3.274872763,-5.342491791,0.472660024,-0.771077987,-0.54965026,0.921875,0.777777778,0.887260428,0.68271718,0.849440832,0.448820922,0.367270789
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-01-02T11:47:00,10.6,5.2,7.55,2.674148649,5.379897354,7.149131599,0.999408212,0.034398061,-0.998391671,0.056692788,55.12,80.03,28.34597568,57.02691195,10.59372705,0.364619447,-10.58295171,39.26,13.90557297,27.97546624,5.196922702,0.178869917,-5.191636689,20.1898223,40.61822502,7.545532001,0.259705361,-7.537857116,14.38664524,2.67256612,0.091985528,-2.669847738,5.376713595,0.185058037,-5.371244709,0.034377705,-0.997800835,-0.034342738,0.913793103,0.838709677,0.883040936,0.727828105,0.843257666,0.499852009,0.033254182
NW-88003872,RIVER WYRE AT ST MICHAELS,2017-11-03T10:04:00,10.1,10.0,7.45,1.504077397,5.537334267,6.536691598,0.53858358,-0.84257209,-0.874619707,0.48480962,101.0,75.245,15.19118171,55.9270761,5.439694158,-8.509978109,-8.833659041,74.5,15.04077397,55.37334267,5.3858358,-8.4257209,-8.74619707,11.20537661,41.25314029,4.012447671,-6.277162071,-6.515916817,8.328579311,0.810071389,-1.267293636,-1.315495732,2.982317313,-4.665603306,-4.843061674,-0.453795493,-0.471055813,0.736930154,0.90990991,0.909090909,0.881656805,0.600651321,0.847032451,0.350051558,-5.352113802
NW-88003872,RIVER WYRE AT ST MICHAELS,2017-08-04T11:25:00,9.24,15.3,7.63,2.370243741,5.214935758,7.60090246,-0.839664635,-0.54310524,-0.98836151,0.152123386,141.372,70.5012,21.90105217,48.1860064,-7.758501227,-5.018292418,-9.132460352,116.739,36.26472924,79.7885171,-12.84686892,-8.309510172,-15.1219311,18.08495974,39.78995983,-6.406641165,-4.143892981,-7.541198321,12.36066884,-1.990209846,-1.287291796,-2.342657683,-4.37879713,-2.832258936,-5.15424178,0.456026263,0.829892207,0.536784315,0.90234375,0.938650307,0.884125145,0.703285555,0.839097291,-5.236927206,-1.188687828
NW-88003872,RIVER WYRE AT ST MICHAELS,2017-03-03T11:12:00,11.3,5.7,7.74,2.63188884,5.429345629,7.218176838,0.483147464,0.875538993,-0.978147601,0.207911691,64.41,87.462,29.74034389,61.35160561,5.459566343,9.893590621,-11.05306789,44.118,15.00176639,30.94727009,2.753940545,4.99057226,-5.575441326,20.37081962,42.02313517,3.739561371,6.776671806,-7.570862432,14.28943417,1.271590419,2.304321305,-2.574375755,2.623174572,4.753603805,-5.310701402,0.423014444,-0.472589533,-0.856406366,0.918699187,0.850746269,0.885583524,0.724661177,0.844463176,0.325758211,0.466819936
NW-88003872,RIVER WYRE AT ST MICHAELS,2017-02-03T11:18:00,10.9,7.2,7.82,1.840549633,5.620400866,6.272877007,0.833777013,0.552101343,-0.983254908,0.182235525,78.48,85.238,20.061991,61.26236944,9.088169442,6.017904639,-10.7174785,56.304,13.25195736,40.46688624,6.003194494,3.97512967,-7.079435338,14.39309813,43.95153477,6.520136242,4.317432502,-7.689053381,10.34462675,1.534607975,1.016169924,-1.80972946,4.686161046,3.103030866,-5.526286736,0.460329409,-0.81981534,-0.542856355,0.915966387,0.87804878,0.886621315,0.647955456,0.848951745,0.454677426,0.355712174
NW-88003872,RIVER WYRE AT ST MICHAELS,2017-01-06T11:48:00,13.2,3.1,8.16,1.740466175,5.697093487,6.852242569,0.994678106,0.103031379,-0.998629535,0.052335956,40.92,107.712,22.97415351,75.20163403,13.129751,1.360014203,-13.18190986,25.296,5.395445143,17.66098981,3.083502129,0.319397275,-3.095751559,14.20220399,46.48828285,8.116573345,0.840736053,-8.148817006,9.91559851,1.731203599,0.17932263,-1.738080927,5.666774159,0.586979398,-5.68928582,0.102483057,-0.993314934,-0.102890178,0.929577465,0.756097561,0.890829694,0.63509858,0.850681493,0.498665977,0.093407478
NW-88003872,RIVER WYRE AT ST MICHAELS,2016-11-04T10:30:00,10.6,7.8,7.89,2.48490665,5.493061443,8.794824928,0.567247699,-0.823547235,-0.923879533,0.382683432,82.68,83.634,26.34001049,58.2264513,6.012825609,-8.729600691,-9.79312305,61.542,19.38227187,42.84587926,4.424532052,-6.423668433,-7.206260357,19.60591347,43.34025479,4.475584345,-6.497787684,-7.289409515,13.64974491,1.409557579,-2.046438001,-2.295754395,3.115926464,-4.523795563,-5.074927041,-0.467155274,-0.524068539,0.760858435,0.913793103,0.886363636,0.887514061,0.713048268,0.845989444,0.361938767,-4.667239048
NW-88003872,RIVER WYRE AT ST MICHAELS,2016-06-06T11:25:00,7.38,20.1,7.64,1.386294361,5.749392986,5.288267031,-0.911611107,0.411053755,-0.98836151,0.152123386,148.338,56.3832,10.23085238,42.43052024,-6.72768997,3.033576712,-7.294107944,153.564,27.86451666,115.562799,-18.32338325,8.262180476,-19.86606635,10.59128892,43.92536241,-6.964708857,3.140450688,-7.551081936,7.970351076,-1.263761337,0.569841503,-1.370159988,-5.241210505,2.363309576,-5.682478733,-0.374721169,0.90100133,-0.40626971,0.880668258,0.952606635,0.884259259,0.580940216,0.851838528,-10.31363869,0.291309777
NW-88003872,RIVER WYRE AT ST MICHAELS,2016-03-03T13:50:00,11.3,5.4,7.55,3.230804396,5.318119994,7.60090246,0.468015328,0.883720347,-0.887010833,-0.461748613,61.02,85.315,36.50808967,60.09475593,5.288573206,9.986039921,-10.02322241,40.77,17.44634374,28.71784797,2.527282771,4.772089874,-4.789858498,24.39257319,40.15180595,3.533515726,6.67208862,-6.696931789,17.18180546,1.512065979,2.855127582,-2.865758499,2.488961673,4.699730846,-4.717230046,0.413594668,-0.415134666,-0.783869521,0.918699187,0.84375,0.883040936,0.763638328,0.84172507,0.318808203,0.469135638
NW-88003872,RIVER WYRE AT ST MICHAELS,2016-02-04T11:17:00,11.3,6.4,7.76,3.968403339,5.225746674,8.556413905,0.824156636,0.566361933,-0.982450398,0.186524036,72.32,87.688,44.84295773,59.05093742,9.312969987,6.399889843,-11.1016895,49.664,25.39778137,33.44477871,5.27460247,3.624716371,-6.287682547,30.79480991,40.55179419,6.395455495,4.3949686,-7.623815088,20.73787055,3.270585946,2.247552586,-3.89875944,4.306833799,2.959663988,-5.1340369,0.466770945,-0.809693015,-0.556422506,0.918699187,0.864864865,0.885844749,0.798728096,0.839376696,0.451801463,0.361577948
NW-88003872,RIVER WYRE AT ST MICHAELS,2016-01-05T09:15:00,10.6,7.0,7.59,2.954910279,5.375278408,7.505492275,0.996303238,0.085906104,-0.751839807,0.659345815,74.2,80.454,31.32204896,56.97795112,10.56081432,0.910604702,-7.969501954,53.13,20.68437195,37.62694886,6.974122666,0.601342728,-5.262878649,22.42776902,40.79836312,7.561941576,0.652027329,-5.706464135,15.88346542,2.943986679,0.25384483,-2.221619174,5.355407283,0.461769226,-4.041348281,0.08558853,-0.749060434,-0.064587629,0.913793103,0.875,0.883585565,0.747149763,0.843144105,0.499074098,0.079110066
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-12-03T10:50:00,11.0,8.3,7.51,2.850706502,5.293304825,9.305650552,0.884223024,-0.467064925,-0.953716951,0.3007058,91.3,82.61,31.35777152,58.22635308,9.726453264,-5.137714175,-10.49088646,62.333,23.66086397,43.93443005,7.339051099,-3.876638878,-7.915850693,21.40880583,39.75271924,6.64051491,-3.507657587,-7.162414302,15.08965848,2.520660324,-1.331465019,-2.718767113,4.680461999,-2.472317021,-5.048314538,-0.41298956,-0.843298486,0.445447736,0.916666667,0.892473118,0.882491187,0.740307396,0.841100975,0.469277263,-0.876401173
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-11-05T11:25:00,10.3,10.9,7.87,1.410986974,5.634789603,6.086774727,0.567247699,-0.823547235,-0.98836151,0.152123386,112.27,81.061,14.53316583,58.03833291,5.8426513,-8.482536521,-10.18012355,85.783,15.37975802,61.41920667,6.182999919,-8.976664862,-10.77314046,11.10446749,44.34579418,4.464239391,-6.481316739,-7.778405084,7.950614731,0.800379114,-1.162014421,-1.394565216,3.196321437,-4.640515397,-5.569209161,-0.467155274,-0.560645792,0.813962389,0.911504425,0.915966387,0.887260428,0.585232102,0.84927932,0.361938767,-4.667239048
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-10-07T12:20:00,8.2,13.7,7.83,2.4765384,5.680172609,10.73639668,0.104100749,-0.994566757,-0.996194698,-0.087155743,112.34,64.206,20.30761488,46.57741539,0.853626142,-8.155447407,-8.168796524,107.271,33.92857608,77.81836474,1.426180261,-13.62556457,-13.64786736,19.39129567,44.47575153,0.815108865,-7.787457707,-7.800204485,14.06716558,0.257809502,-2.463082765,-2.467114423,0.591310223,-5.649310851,-5.658557837,-0.103535144,-0.103704614,0.99078213,0.891304348,0.931972789,0.886749717,0.712357557,0.850303269,0.094285552,-183.0521398
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-09-02T09:40:00,9.16,14.2,7.86,1.547562509,5.509388337,8.318742253,-0.477489428,-0.878637494,-0.819152044,0.573576436,130.072,71.9976,14.17567258,50.46599717,-4.37380316,-8.048319445,-7.503432723,111.612,21.97538763,78.23331439,-6.780349878,-12.47665241,-11.63195902,12.16384132,43.30379233,-3.753066904,-6.906090703,-6.438535066,8.526122838,-0.738944737,-1.359746445,-1.267688992,-2.630674686,-4.840755162,-4.513026717,0.419540114,0.391136441,0.719737699,0.901574803,0.934210526,0.887133183,0.607467924,0.846375735,-0.913836874,-7.239777119
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-08-06T11:18:00,9.64,15.0,7.77,1.16315081,5.416100402,5.768320996,-0.820485964,-0.571666671,-0.983254908,0.182235525,144.6,74.9028,11.21277381,52.21120788,-7.909484693,-5.510866708,-9.478577313,116.55,17.44726215,81.24150603,-12.30728946,-8.575000065,-14.74882362,9.037681794,42.08310012,-6.37517594,-4.441850034,-7.639890635,6.29974157,-0.954348914,-0.664934551,-1.143673743,-4.443834359,-3.096204087,-5.325407302,0.46904448,0.806746851,0.56209406,0.906015038,0.9375,0.885974914,0.537711381,0.84414209,-4.570595048,-1.334630374
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-07-03T09:37:00,8.81,18.2,7.87,1.435084525,5.768320996,3.988984047,-0.999720273,-0.023651127,-0.811573982,0.584249666,160.342,69.3347,12.64309467,50.81890797,-8.807535605,-0.208366429,-7.149966781,143.234,26.11853836,104.9834421,-18.19490897,-0.430450511,-14.77064647,11.29411521,45.39668624,-7.867798549,-0.186134369,-6.387087238,8.278028197,-1.434683093,-0.033941366,-1.164677262,-5.766707441,-0.136427292,-4.68141924,0.023644511,0.811346963,0.019194639,0.898063201,0.947916667,0.887260428,0.589336637,0.85225287,-3573.914113,-0.024224053
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-06-04T10:51:00,10.1,12.1,7.59,1.840549633,5.375278408,6.588926478,-0.889193477,0.457531376,-0.955019944,0.296541575,122.21,76.659,18.58955129,54.29031192,-8.980854118,4.621066898,-9.645701434,91.839,22.27065056,65.04086874,-10.75924107,5.53612965,-11.55574132,13.96977171,40.79836312,-6.74897849,3.472663144,-7.248601375,9.893466701,-1.636604728,0.842109206,-1.757761607,-4.779662497,2.459358526,-5.133498084,-0.406833915,0.849197505,-0.436951589,0.90990991,0.923664122,0.883585565,0.647955456,0.843144105,-8.024739455,0.313908423
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-05-08T15:14:00,11.0,10.8,7.66,1.757857918,5.438079309,7.149131599,-0.590044474,0.807370744,-0.662620048,-0.748955721,118.8,84.26,19.3364371,59.8188724,-6.490489214,8.881078184,-7.288820528,82.728,18.98486551,58.73125654,-6.372480319,8.719604035,-7.156296518,13.46519165,41.65568751,-4.519740671,6.184459899,-5.075669568,9.559370772,-1.037214351,1.419243055,-1.164791898,-3.208708645,4.390546138,-3.603380373,-0.476384646,0.390975298,-0.534980041,0.916666667,0.915254237,0.884526559,0.637399739,0.844674172,-1.439288988,0.446710088
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-04-01T11:35:00,11.6,5.9,7.6,2.602689685,5.583496309,7.824046011,0.005375732,0.999985551,-0.994056338,0.108866875,68.44,88.16,30.19120035,64.76855718,0.062358491,11.59983239,-11.53105352,44.84,15.35586914,32.94262822,0.031716819,5.899914751,-5.864932394,19.78044161,42.43457195,0.040855563,7.599890188,-7.554828169,14.53210825,0.013991362,2.602652079,-2.587220177,0.03001538,5.583415633,-5.550309894,0.005375654,-0.00534378,-0.994041975,0.920634921,0.855072464,0.88372093,0.722429605,0.848105026,0.005346988,0.499996388
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-03-06T12:12:00,11.9,6.6,7.8,1.648658626,5.484796933,7.074963198,0.437340096,0.899296192,-0.998629535,-0.052335956,78.54,92.82,19.61903765,65.2690835,5.204347142,10.70162468,-11.88369147,51.48,10.88114693,36.19965976,2.886444634,5.935354867,-6.590954931,12.85953728,42.78141608,3.411252749,7.014510298,-7.789310373,9.042557775,0.721024522,1.482632424,-1.646399197,2.398721617,4.932456996,-5.477280211,0.393298283,-0.436740737,-0.898063738,0.92248062,0.868421053,0.886363636,0.622450402,0.845793167,0.304270435,0.473489178
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-02-06T12:12:00,11.1,4.0,7.9,1.757857918,5.680172609,5.736572297,0.804187158,0.594376157,-0.998629535,-0.052335956,44.4,87.69,19.51222289,63.04991596,8.926477454,6.597575343,-11.08478784,31.6,7.031431672,22.72069044,3.216748632,2.377504628,-3.99451814,13.88707755,44.87336361,6.353078548,4.69557164,-7.889173327,9.984936396,1.413646763,1.044828834,-1.755448835,4.567921867,3.376159166,-5.672388131,0.477989672,-0.803085048,-0.593561585,0.917355372,0.8,0.887640449,0.637399739,0.850303269,0.445733778,0.372795438
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-01-08T10:56:00,9.55,6.8,8.25,3.55820113,5.327876169,8.216088099,0.990545388,0.137185404,-0.961261696,0.275637356,64.94,78.7875,33.98082079,50.88121741,9.459708455,1.310120608,-9.180049197,56.1,24.19576768,36.22955795,6.735708638,0.932860747,-6.536579533,29.35515932,43.95497839,8.171999451,1.131779583,-7.930408992,18.95765501,3.524559719,0.48813326,-3.420362453,5.277503167,0.730906845,-5.121483282,0.135888369,-0.95217334,-0.131871074,0.90521327,0.871794872,0.891891892,0.780615209,0.841969095,0.49762512,0.120635917
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-11-28T11:02:00,11.5,7.6,7.9,1.62924054,5.609471795,6.363028104,0.840830533,-0.541298452,-0.96814764,0.250380004,87.4,90.85,18.73626621,64.50892564,9.66955113,-6.224932198,-11.13369786,60.04,12.3822281,42.63198564,6.390312051,-4.113868235,-7.357922064,12.87100027,44.31482718,6.642561211,-4.276257771,-7.648366356,9.139178856,1.369915192,-0.881905382,-1.577345384,4.716615159,-3.036398399,-5.43079688,-0.455140266,-0.814048096,0.524056819,0.92,0.88372093,0.887640449,0.619662034,0.848701979,0.456766942,-1.180066765
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-11-04T12:30:00,9.53,9.1,7.66,2.587764035,5.446737372,9.210340372,0.55299746,-0.833182939,-0.991444861,-0.130526192,86.723,72.9998,24.66139125,51.90740716,5.270065794,-7.940233409,-9.448469525,69.706,23.54865272,49.56531009,5.032276886,-7.581964745,-9.022148235,19.82227251,41.72200827,4.235960544,-6.382181313,-7.594467635,14.09487108,1.431026938,-2.156080844,-2.565625354,3.012031932,-4.538128652,-5.400139777,-0.460748049,-0.54826649,0.826054943,0.905033238,0.900990099,0.884526559,0.721274869,0.844882777,0.356083944,-4.994590685
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-10-03T12:41:00,8.87,13.8,8.04,1.686398954,4.787491743,5.521460918,0.035472556,-0.999370651,-0.984040698,-0.177943545,122.406,71.3148,14.95835872,42.46505176,0.314641572,-8.864417674,-8.728440991,110.952,23.27230557,66.06738605,0.489521273,-13.79131498,-13.57976163,13.55864759,38.49143361,0.28519935,-8.034940034,-7.911687212,8.073621068,0.059820881,-1.685337621,-1.659485204,0.169824569,-4.78447874,-4.711086716,-0.035450231,-0.034906439,0.983421393,0.898682877,0.932432432,0.889380531,0.627754471,0.827213576,0.03425736,-1587.943496
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-09-02T12:28:00,9.27,15.9,7.6,1.386294361,5.351858133,6.551080335,-0.477489428,-0.878637494,-0.992546152,-0.121869343,147.393,70.452,12.85094873,49.61172489,-4.426326998,-8.144969569,-9.200902829,120.84,22.04208034,85.09454431,-7.592081905,-13.97033615,-15.78148382,10.53583714,40.67412181,-3.628919653,-6.677644954,-7.543350755,7.419250751,-0.661940901,-1.218050203,-1.375961134,-2.555455679,-4.702343218,-5.311966196,0.419540114,0.473930294,0.872088264,0.902629017,0.940828402,0.88372093,0.580940216,0.842565753,-0.913836874,-7.239777119
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-08-07T12:56:00,8.15,18.2,7.92,1.667706821,5.446737372,6.522092798,-0.810530999,-0.58569574,-0.970295726,-0.241921896,148.33,64.548,13.59181059,44.39090958,-6.605827642,-4.773420281,-7.907910167,144.144,30.35226414,99.13062017,-14.75166418,-10.65966247,-17.65938221,13.20823802,43.13815999,-6.419405512,-4.638710261,-7.68474215,9.083561067,-1.351728076,-0.976768781,-1.618168801,-4.414749483,-3.190130876,-5.284945993,0.474724553,0.786454764,0.568298073,0.890710383,0.947916667,0.887892377,0.625146215,0.844882777,-4.277908232,-1.413685054
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-06-04T11:31:00,7.86,15.5,7.9,1.30833282,5.771441123,4.905274778,-0.889193477,0.457531376,-0.99200495,0.126198969,121.83,62.094,10.28349597,45.36352723,-6.989060729,3.596196615,-7.797158907,122.45,20.27915871,89.45733741,-13.78249889,7.091736328,-15.37607673,10.33582928,45.59438487,-7.024628468,3.61449787,-7.836839105,7.55096584,-1.163361009,0.598603315,-1.297872634,-5.131927799,2.640615399,-5.725298163,-0.406833915,0.882084331,-0.45387339,0.887133183,0.939393939,0.887640449,0.566786907,0.852320949,-8.024739455,0.313908423
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-05-02T14:06:00,10.7,13.4,8.19,1.30833282,5.605802066,6.445719819,-0.503719799,0.863867099,-0.852640164,-0.522498565,143.38,87.633,13.99916117,59.98208211,-5.389801849,9.243377959,-9.123249755,109.746,17.53165979,75.11774768,-6.749845307,11.57581913,-11.4253782,10.7152458,45.91151892,-4.125465154,7.075071541,-6.983122943,7.334254825,-0.659033145,1.130225678,-1.11553711,-2.82375349,4.842667968,-4.779731993,-0.435146961,0.429491732,-0.736567785,0.914529915,0.930555556,0.891186072,0.566786907,0.848617929,-1.014990721,0.46348106
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-04-04T13:50:00,10.0,10.1,7.69,1.704748092,5.66296048,6.994849986,-0.046215047,0.998931514,-0.887010833,-0.461748613,101.0,76.9,17.04748092,56.6296048,-0.46215047,9.98931514,-8.87010833,77.669,17.21795573,57.19590085,-0.466771975,10.08920829,-8.958809413,13.10951283,43.54816609,-0.355393711,7.681783343,-6.821113306,9.653921073,-0.078785013,1.702926593,-1.512130025,-0.261713985,5.656909686,-5.023107293,-0.046165667,0.040993247,-0.886063074,0.909090909,0.90990991,0.884925201,0.630279802,0.849916564,-0.048454368,0.499732736
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-02-03T13:55:00,11.5,5.5,7.56,2.041220329,5.488937726,6.152732695,0.833777013,0.552101343,-0.876726756,-0.480988769,63.25,86.94,23.47403378,63.12278385,9.58843565,6.349165445,-10.08235769,41.58,11.22671181,30.18915749,4.585773572,3.036557387,-4.821997158,15.43162569,41.49636921,6.303354218,4.173886153,-6.628054275,11.20413127,1.701922589,1.126960485,-1.789592477,4.576550102,3.03044989,-4.812298566,0.460329409,-0.730994616,-0.484042019,0.92,0.846153846,0.88317757,0.671184626,0.845891571,0.454677426,0.355712174
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-01-09T12:11:00,11.0,6.7,7.7,3.543853682,5.220355825,8.006367568,0.988039023,0.154204048,-0.998848386,-0.047978129,73.7,84.7,38.9823905,57.42391408,10.86842925,1.696244528,-10.98733225,51.59,23.74381967,34.97638403,6.619861454,1.033167122,-6.692284186,27.28767335,40.19673985,7.607900477,1.18737117,-7.691132572,18.50017721,3.50146573,0.546476583,-3.53977253,5.157915269,0.805,-5.21434399,0.152359617,-0.986901183,-0.154026464,0.916666667,0.87012987,0.885057471,0.779922491,0.839237492,0.496991765,0.133602068
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-11-25T13:42:00,11.8,3.9,7.7,4.02356438,5.602118821,6.812345094,0.811788547,-0.5839515,-0.902585284,-0.430511097,46.02,90.86,47.47805968,66.10500209,9.579104855,-6.8906277,-10.65050635,30.03,15.69190108,21.8482634,3.165975333,-2.27741085,-3.520082608,30.98144573,43.13631492,6.250771812,-4.49642655,-6.949906687,22.54048574,3.266283482,-2.349566455,-3.631609999,4.547735898,-3.271365689,-5.056390007,-0.47404514,-0.732708396,0.52706603,0.921875,0.795918367,0.885057471,0.800938154,0.848533474,0.448059211,-1.40356593
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-11-01T10:51:00,9.94,9.9,7.7,3.261935314,5.517452896,8.496990484,0.509282007,-0.860599696,-0.955019944,0.296541575,98.406,76.538,32.42363702,54.84348179,5.06226315,-8.554360978,-9.492898243,76.23,32.29315961,54.62278367,5.041891869,-8.51993699,-9.454697446,25.11690192,42.4843873,3.921471454,-6.626617659,-7.353653569,17.99757444,1.661244963,-2.80722054,-3.115213281,2.809939484,-4.748318285,-5.269277556,-0.43828794,-0.486374474,0.821889873,0.908592322,0.908256881,0.885057471,0.765364811,0.846565826,0.337433299,-6.173585504
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-10-04T14:01:00,9.2,15.3,7.72,2.912350665,5.087596335,8.89192414,0.052658057,-0.998612602,-0.863835505,-0.503773977,140.76,71.024,26.79362612,46.80588628,0.484454124,-9.187235938,-7.947286646,118.116,44.55896517,77.84022393,0.805668272,-15.27877281,-13.21668323,22.48334713,39.27624371,0.4065202,-7.709289287,-6.668810099,14.81686457,0.153358727,-2.908310076,-2.515791907,0.267902938,-5.080537814,-4.394846349,-0.052584999,-0.045487899,0.862637021,0.901960784,0.938650307,0.885321101,0.74439919,0.835731552,0.050023896,-719.7737073
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-09-05T14:16:00,9.0,17.1,8.01,0.993251773,5.564520407,5.634789603,-0.431529759,-0.902098701,-0.829037573,-0.559192903,153.9,72.09,8.939265957,50.08068366,-3.883767831,-8.118888309,-7.461338157,136.971,16.98460532,95.15329896,-7.379158879,-15.42588779,-14.1765425,7.955946702,44.57180846,-3.45655337,-7.225810595,-6.64059096,5.52696976,-0.428617698,-0.896011134,-0.823443039,-2.40125615,-5.019746631,-4.613196493,0.389282435,0.357754384,0.747873718,0.9,0.944751381,0.889012209,0.498307232,0.847665947,-0.759107035,-9.214369066
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-06-28T12:03:00,8.99,15.1,7.6,1.791759469,5.720311777,7.649692624,-0.998056321,0.062318379,-0.999914328,-0.013089596,135.749,68.324,16.10791763,51.42560288,-8.972526326,0.560242227,-8.989229809,114.76,27.05556798,86.37670783,-15.07065045,0.941007523,-15.09870635,13.61737196,43.47436951,-7.58522804,0.47361968,-7.599348893,10.24942279,-1.788276864,0.111659546,-1.791605965,-5.709193327,0.356480557,-5.719821706,-0.062197252,0.997970816,-0.06231304,0.8998999,0.937888199,0.88372093,0.641802952,0.85119738,-513.4882463,0.05866262
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-05-28T11:44:00,9.92,11.3,7.83,1.722766598,5.620400866,8.699514748,-0.827793012,0.561033626,-0.99756405,0.069756474,112.096,77.6736,17.08984465,55.75437659,-8.211706679,5.56545357,-9.895835376,88.479,19.46726256,63.51052979,-9.354061036,6.339679974,-11.27247377,13.48926246,44.00773878,-6.481619284,4.392893292,-7.810926512,9.682638879,-1.426094151,0.966529991,-1.718570025,-4.652528562,3.153233877,-5.606709851,-0.464419715,0.82577655,-0.559666976,0.908424908,0.918699187,0.886749717,0.632726507,0.848951745,-4.806965278,0.359398809
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-04-19T10:49:00,10.5,9.7,7.9,1.504077397,5.587248658,7.218176838,-0.299594756,0.95406655,-0.9523958,0.304864299,101.85,82.95,15.79281267,58.66611091,-3.145744938,10.01769878,-10.0001559,76.63,14.58955075,54.19631198,-2.906069133,9.254445535,-9.23823926,11.88221144,44.1392644,-2.366798572,7.537125745,-7.52392682,8.403654418,-0.450613701,1.434989933,-1.432476996,-1.673910398,5.330607051,-5.321272155,-0.285833335,0.285332787,-0.908648975,0.913043478,0.906542056,0.887640449,0.600651321,0.848191551,-0.427744879,0.488246703
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-03-20T11:26:00,12.9,4.5,8.16,1.85629799,5.66296048,7.218176838,0.210224752,0.977653084,-0.989015863,0.147809411,58.05,105.264,23.94624407,73.05219019,2.711899301,12.61172478,-12.75830463,36.72,8.353340955,25.48332216,0.946011384,4.399438878,-4.450571384,15.1473916,46.20975752,1.715433976,7.977649165,-8.070369442,10.51214216,0.390239785,1.814815455,-1.835908159,1.190494462,5.536410778,-5.600757746,0.205526877,-0.207915615,-0.966914409,0.928057554,0.818181818,0.890829694,0.649896473,0.849916564,0.173707199,0.494350143
